15,https://www.amazon.com/dp/B0044XV684/ref=cm_gf_aAF_i7_d_p0_qd0_SETZFF0b9UstZuFAhu5m
16,https://www.amazon.com/Projector-Supported-Crosstour-Portable-Smartphones/dp/B07J5828NS/ref=sr_1_1_sspa?dchild=1&keywords=projector+hdmi&qid=1608883309&sr=8-1-spons&psc=1&smid=A2I2VEU0MUQLGW&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJRDFZN1QyRlpUMk8mZW5jcnlwdGVkSWQ9QTA5ODc2NzFKNks5MUUyMEU4ODcmZW5jcnlwdGVkQWRJZD1BMDY3NjkyNzMzSUJGNDVXQjdISkUmd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl
17,https://www.amazon.com/dp/B01MPW7BAT/ref=cm_gf_aAN_d_p0_qd2_VUPsczkGYHI3DYnBh3jF
18,https://www.greatbigcanvas.com/view/map-of-texas,2438922/?s=FXp8jL4ynHRLjLk6ELyVlCMVwM0qpMDAjyD7hwCvyYyUrrmRGgwsDr53je3tlEUF
19,https://www.amazon.com/dp/B01KFQB5WA/ref=cm_gf_aAM_i18_d_p0_qd14_FCuR7qoQDXbl98ZSBq9o
20,https://www.amazon.com/Catan-Studios-cantan2017/dp/B00U26V4VQ/ref=sxin_9?ascsubtag=amzn1.osa.ea8941b7-1a4f-43a0-a21e-a63fa8c7de39.ATVPDKIKX0DER.en_US&creativeASIN=B00U26V4VQ&cv_ct_cx=settlers+of+catan&cv_ct_id=amzn1.osa.ea8941b7-1a4f-43a0-a21e-a63fa8c7de39.ATVPDKIKX0DER.en_US&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&dchild=1&keywords=settlers+of+catan&linkCode=oas&pd_rd_i=B00U26V4VQ&pd_rd_r=ef5464c6-e504-43f0-80a1-7277fb2cf3a9&pd_rd_w=KKyGS&pd_rd_wg=cEEYp&pf_rd_p=4792e5f4-51c6-48ff-b63c-bf99cc3a12e7&pf_rd_r=6P335H4ZW2WEKZC735RE&qid=1608885849&s=toys-and-games&sr=1-1-64f3a41a-73ca-403a-923c-8152c45485fe&tag=mlbonsitepub-20
21,https://www.amazon.com/Funny-Corn-Sunglasses-Farmer-T-Shirt/dp/B08DN8MTBG/ref=sr_1_56_sspa?dchild=1&keywords=corn&qid=1608886074&sr=8-56-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE0WlRIQ0NFQVpST1UmZW5jcnlwdGVkSWQ9QTA2MjA4MTlZMzVUNzkzWkVFOTYmZW5jcnlwdGVkQWRJZD1BMDQ2NDc4MlVZVVVGTjFCMEFSNiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
22,https://www.amazon.com/dp/B08B345YZM/ref=cm_gf_aAN_d_p0_qd8_HBE68qmhfjyyz3aoWt4l
23,https://www.amazon.com/dp/B082X3P3FD/ref=cm_gf_aAN_d_p0_qd8_IVXY439RMc3KZFCs7Jly
24,https://www.amazon.com/dp/B0102KZ00C/ref=cm_gf_aAN_d_p0_qd0_03NwqMt3wOKrPE4Lg120?th=1
25,btc
26,https://www.amazon.com/dp/B00AIB2NQ0/ref=cm_gf_aAF_d_p0_qd1_TV8SollzDWk4qQbwj1kH
27,https://www.amazon.com/Funko-Pop-TV-Straitjacket-Michael/dp/B08FNMKMW2/ref=sr_1_12?dchild=1&keywords=best+funko+pop&qid=1608891985&sr=8-12
28,homedepot
29,https://www.amazon.com/dp/B08KZSBT3Q/ref=cm_gf_aAM_i4_d_p0_qd0_hNDwbQGOOtsyzoy8LxRt
30,https://www.amazon.com/dp/B010W6W8OW/ref=cm_gf_aAM_i18_d_p0_qd10_H4PhboY00z2iDX3nvsVe
